`201120120AB98`	`AFLOOR`	2011-02-22 12:56:35	1011	133804	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:05	`7`	`AF0240`	`<BR>File 7</BR><BR>AB 98 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB99`	`AFLOOR`	2011-02-22 12:56:35	1012	133805	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:06	`8`	`AF0240`	`<BR>File 8</BR><BR>AB 99 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB100`	`AFLOOR`	2011-02-22 12:56:35	1013	133806	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:06	`9`	`AF0240`	`<BR>File 9</BR><BR>AB 100 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB101`	`AFLOOR`	2011-02-22 12:56:35	1014	133807	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:06	`10`	`AF0240`	`<BR>File 10</BR><BR>AB 101 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB102`	`AFLOOR`	2011-02-22 12:56:35	1015	133808	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:06	`11`	`AF0240`	`<BR>File 11</BR><BR>AB 102 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB103`	`AFLOOR`	2011-02-22 12:56:35	1016	133809	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:06	`12`	`AF0240`	`<BR>File 12</BR><BR>AB 103 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB104`	`AFLOOR`	2011-02-22 12:56:35	1017	133810	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:07	`13`	`AF0240`	`<BR>File 13</BR><BR>AB 104 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB105`	`AFLOOR`	2011-02-22 12:56:35	1018	133811	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:07	`14`	`AF0240`	`<BR>File 14</BR><BR>AB 105 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120AB106`	`AFLOOR`	2011-02-22 12:56:35	1019	133812	49	0	30	`(PASS)`	`LEG_ESI`	2011-02-22 16:56:07	`15`	`AF0240`	`<BR>File 15</BR><BR>AB 106 BUDGET</BR><BR>Assembly Third Reading</BR><BR>By BLUMENFIELD</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-02-22 00:00:00
`201120120SB90`	`AFLOOR`	2011-04-07 09:31:33	1001	133942	64	6	9	`(PASS)`	`LEG_ESI`	2011-04-07 12:36:06	`WORF`	`AF0250`	`<BR>W/O Reference to File</BR><BR>SB 90 Steinberg</BR><BR>Third Reading Urgency</BR><BR>By MONNING</BR><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-04-07 00:00:00
`201120120AB455`	`AFLOOR`	2011-04-07 09:35:08	1002	133943	46	25	8	`(PASS)`	`LEG_ESI`	2011-04-07 12:36:06	`52`	`AF0240`	`<BR>File 52</BR><BR>AB 455 CAMPOS</BR><BR>Assembly Third Reading</BR><BR/><BR/><BR/><BR/><BR/><BR/><BR/>`	2011-04-07 00:00:00
`201120120AB746`	`AFLOOR`	2011-04-07 09:38:57	1004	133944	52	13	14	`(PASS)`	`LEG_ESI`	2011-04-07 12:36:06	`57`	`AF0240`	`<BR>File 57</BR><BR>AB 746 CAMPOS</BR><BR>Assembly Third Reading</BR><BR>Amend By CAMPOS</BR><BR>Set #1</BR><BR/><BR/><BR/><BR/><BR/>`	2011-04-07 00:00:00
